Id,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q5,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q9_1,Q9_2,Q9_3,Q9_4,Q10_1,Q10_2,Q10_3,Q10_4,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q14,Q15,Q16,Q17_1,Q17_2,Q17_3,Q17_4,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q18_9,Q18_10,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q29_7,Q29_8,Q29_9,Q29_10,Q30,Q31,Q32,Q33,ppage,educ,race,gender,income_cat,voter_category
1697,1,1,2,2,4,1,2,3,1,4,3,1,1,4,3,2,1,2,4,3,3,2,2,1,3,1,4,2,2,2,3,3,2,3,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,5,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,-1,1,1,1,1,-1,-1,1,-1,-1,1,1,,2,1,1,1,2,1,2,1,2,1,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,,,,,,,,,,,2,,2.0,,36,College,Other/Mixed,Female,$125k or more,sporadic
1698,1,1,1,2,4,2,3,2,2,4,1,1,1,4,2,2,1,1,2,2,2,1,1,1,3,1,4,3,2,2,1,4,2,4,2,2,3,4,4,2,2,2,2,1,2,1,1,1,2,5,1,2,3,1,2,2,2,2,2,2,2,2,1,2,2,2,-1,1,1,1,1,1,1,1,-1,1,1,1,,2,2,2,1,1,1,2,1,2,1,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,,,,,,,,,,,4,,,2.0,32,College,White,Female,$125k or more,sporadic
1699,1,1,2,2,3,1,3,2,2,3,1,1,2,3,1,1,2,1,1,1,2,2,2,1,3,1,4,4,3,1,3,3,3,2,2,1,2,3,3,2,2,2,2,2,2,1,1,1,2,5,2,2,2,2,1,3,2,2,1,2,2,2,1,2,2,1,-1,1,1,1,1,1,1,1,-1,-1,1,1,,2,3,2,2,1,1,2,1,2,1,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3,,,2.0,35,College,Other/Mixed,Male,$125k or more,sporadic
1700,1,3,3,3,1,3,2,1,1,3,3,1,1,1,1,1,2,4,4,4,4,4,4,2,4,1,4,4,4,4,4,4,4,4,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,3,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,4.0,1,3,4,4,2,2,2,2,2,2,,,,,,,,,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5,,,2.0,40,High school or less,White,Female,Less than $40k,rarely/never
1701,1,1,1,2,3,1,3,2,2,3,2,1,2,3,2,2,2,2,2,2,2,2,1,1,3,1,4,3,2,2,3,2,3,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,,2,1,3,1,1,1,1,1,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,,,,,,,,,,,2,,2.0,,32,College,White,Female,$75-125k,sporadic
1702,1,1,2,2,3,1,3,3,1,3,2,1,2,4,2,3,2,2,2,1,1,2,2,1,2,1,4,3,1,1,1,1,1,3,1,2,4,4,4,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,,2,1,1,1,1,1,2,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,,,,,,,,,,2,,2.0,,83,College,White,Male,$75-125k,sporadic
1703,1,1,2,2,1,1,1,1,2,1,3,2,2,2,2,2,2,1,2,1,4,2,3,1,3,1,3,2,2,1,2,2,2,1,1,2,3,4,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,,3,1,2,1,1,1,1,1,1,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,3,,,2.0,86,High school or less,White,Female,$40-75k,always
1704,1,1,1,2,2,1,1,1,1,2,2,1,2,4,4,3,2,1,1,2,2,4,3,1,4,1,4,2,1,1,2,1,1,1,1,1,1,4,4,1,2,2,2,2,2,2,2,2,2,5,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,1,,2,3,1,2,2,1,2,1,2,1,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,,2.0,,42,High school or less,White,Male,$40-75k,sporadic
1705,1,1,2,1,1,1,1,1,1,1,2,3,4,2,1,1,2,3,3,3,3,3,3,1,3,1,2,4,2,2,2,2,3,2,2,1,4,4,4,2,2,2,2,2,2,2,2,2,2,2,4,1,2,2,4,4,2,2,2,2,2,2,2,2,2,2,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,1,,1,3,1,1,1,1,1,1,1,1,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,,,,,,,,,,,1,1.0,,,77,Some college,White,Male,$125k or more,sporadic
1706,1,1,2,1,3,1,3,1,1,1,1,1,2,3,1,1,1,2,2,2,2,2,2,2,2,1,3,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,1,,2,1,2,1,1,1,1,1,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,,,,,,,,,,,2,,2.0,,63,High school or less,Black,Male,Less than $40k,sporadic
1707,1,1,3,2,1,1,1,2,1,1,2,1,2,3,3,3,2,4,4,4,4,4,4,1,2,2,1,1,1,2,1,3,3,1,2,1,4,3,4,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,4,3,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,,1,3,3,2,1,2,2,2,2,2,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,2.0,,,59,High school or less,Hispanic,Female,$40-75k,rarely/never
1708,1,2,2,3,3,1,3,2,2,4,2,2,2,4,1,1,2,2,3,1,2,3,4,2,4,1,4,4,3,2,4,3,4,3,3,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,1,-1,-1,1,1,1,-1,-1,1,2,,3,1,4,3,2,2,2,1,2,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,3,,,-1.0,41,Some college,White,Female,$40-75k,rarely/never
1709,1,1,2,2,3,1,2,2,2,3,2,2,3,4,2,2,2,3,2,2,3,3,2,1,3,1,4,3,2,2,2,2,3,2,1,2,2,3,4,2,2,2,2,1,2,2,2,2,2,3,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,,2,2,2,1,1,1,1,1,1,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,3,,,2.0,57,Some college,White,Female,$40-75k,always
1710,1,1,1,1,2,1,1,1,1,2,3,3,3,2,2,2,3,2,3,2,2,2,4,1,3,1,2,3,2,3,3,3,4,1,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,1,4,1,2,1,4,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,,1,3,1,1,1,1,1,1,1,1,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,,,,,,,,,,,1,1.0,,,58,College,Hispanic,Female,$125k or more,always
1711,1,1,1,1,2,1,2,1,1,1,1,1,1,3,3,3,2,2,1,1,2,2,1,1,2,1,3,2,2,2,2,2,2,2,2,1,2,2,4,2,2,2,2,2,2,1,1,2,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,1,1,1,1,1,-1,-1,1,1,,2,2,1,1,1,1,1,1,1,1,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,,,,,,,,,,,2,,2.0,,50,College,Black,Male,$125k or more,sporadic
1712,1,2,1,3,3,1,1,1,1,2,2,2,4,1,1,1,1,1,2,2,1,2,1,2,3,2,2,4,2,2,2,3,4,2,2,1,2,2,4,2,1,2,2,2,2,2,2,2,2,2,3,1,1,1,3,3,2,2,2,2,2,2,2,2,2,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,,1,1,4,1,1,1,1,1,1,1,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,3,,,1.0,77,High school or less,White,Male,$75-125k,sporadic
1713,1,1,3,2,3,3,1,1,1,3,1,3,4,1,1,2,2,1,1,1,1,2,1,1,3,1,1,4,2,3,3,3,4,2,3,2,4,3,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,4,2,2,2,2,2,2,2,2,2,2,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,,1,2,1,1,1,1,1,1,1,1,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,,,,,,,,,,,1,2.0,,,46,High school or less,Hispanic,Male,$125k or more,sporadic
1714,1,1,1,2,3,1,3,2,1,4,1,1,1,4,3,2,1,2,2,2,2,2,3,1,2,1,3,3,1,1,1,1,2,2,1,1,1,4,4,2,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,-1,-1,1,1,1,1,1,1,1,-1,1,1,,2,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,,,,,,,,,,,2,,1.0,,37,College,White,Female,$75-125k,sporadic
1715,1,1,2,2,2,1,2,1,1,3,3,2,3,2,2,2,3,2,2,2,3,2,3,1,3,2,2,2,2,2,2,2,3,1,2,1,4,4,4,2,2,2,2,1,2,2,2,2,2,1,5,1,1,1,2,3,2,2,2,2,2,2,2,2,2,2,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,,1,3,2,2,1,1,2,1,2,1,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2.0,,,39,Some college,White,Female,$75-125k,sporadic
1716,1,1,1,2,3,2,2,2,1,1,2,2,3,4,1,3,2,3,3,3,3,3,3,1,4,2,3,3,2,2,2,2,3,2,2,2,3,4,4,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,-1,1,1,-1,-1,-1,1,-1,1,1,,3,1,2,1,2,1,2,1,2,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,,,,,,,,,,,1,2.0,,,35,College,White,Female,$125k or more,sporadic
1717,1,1,2,1,1,1,1,1,1,1,1,2,3,2,2,1,2,2,2,2,2,2,3,1,4,1,1,2,1,1,2,1,1,1,1,2,2,3,3,1,1,1,2,2,2,2,2,2,2,-1,1,3,3,2,2,3,2,2,2,1,2,2,2,1,2,2,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,,3,1,3,3,1,2,1,2,1,2,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,2,,1.0,,51,High school or less,White,Male,Less than $40k,sporadic
1718,1,3,2,2,3,3,2,2,3,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,2,4,2,3,3,4,4,3,2,3,3,1,4,1,2,2,2,2,2,2,2,2,2,2,3,3,3,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,2,-1,-1,2,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,,,-1.0,32,High school or less,Hispanic,Male,$40-75k,rarely/never
1719,1,1,1,1,2,1,2,1,1,4,1,1,1,3,3,2,1,2,2,2,2,3,3,1,3,1,4,2,2,2,2,2,1,2,1,1,3,4,4,2,2,2,2,2,2,2,2,2,2,5,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,-1,1,1,-1,1,1,-1,-1,-1,1,1,,2,3,1,1,1,1,1,1,1,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,2,,2.0,,73,High school or less,White,Male,$75-125k,rarely/never
1720,1,2,1,2,3,1,3,1,2,4,1,1,1,1,1,2,2,1,1,1,4,1,1,1,4,1,4,2,2,2,3,2,4,3,2,1,2,4,4,2,2,2,2,2,2,2,2,2,2,5,1,2,1,1,1,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,-1,1,1,,2,1,2,4,2,2,2,2,2,2,,,,,,,,,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,5,,,2.0,33,High school or less,White,Male,Less than $40k,rarely/never
1721,1,1,1,2,1,1,1,1,1,1,2,2,3,3,3,2,1,3,2,1,2,2,1,1,3,1,4,3,1,1,3,1,2,2,3,1,3,3,4,2,2,2,2,1,2,2,2,2,2,3,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,,2,3,2,1,1,1,2,1,2,1,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,,,,,,,,,,,2,,1.0,,70,High school or less,White,Female,Less than $40k,sporadic
1722,1,4,3,2,4,2,4,4,2,4,2,1,1,4,2,2,1,2,2,3,1,4,2,2,4,1,4,4,3,2,4,-1,2,4,2,3,4,4,3,2,2,2,2,2,2,2,2,1,2,5,1,4,2,2,3,4,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,,3,4,2,4,2,2,2,2,2,2,,,,,,,,,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,2,,1.0,,38,College,Black,Female,$125k or more,rarely/never
1723,1,1,1,1,2,1,2,1,1,1,1,1,1,3,3,2,1,3,1,1,1,1,1,1,3,1,4,3,3,2,3,2,2,3,3,2,4,3,4,2,2,2,2,2,2,1,1,2,2,5,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,-1,-1,-1,1,1,,2,2,2,1,1,1,1,1,1,1,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,2,,1.0,,65,Some college,Black,Female,$75-125k,always
1724,1,1,1,2,3,1,1,1,1,2,3,3,3,3,2,3,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,2,3,2,3,1,2,3,3,2,-1,2,2,2,2,2,2,2,2,3,3,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,,3,2,2,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,5,,,2.0,73,College,White,Female,$75-125k,always
1725,1,3,2,2,4,1,1,2,1,3,3,1,1,3,1,1,2,3,3,3,2,4,2,1,3,1,4,3,3,2,3,3,3,3,2,3,3,3,3,2,2,1,2,2,2,1,1,1,2,-1,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,2,,3,4,4,3,2,2,2,1,2,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,3,,,2.0,29,Some college,Black,Female,$40-75k,rarely/never
1726,1,1,1,3,3,1,1,2,2,3,4,1,3,4,2,3,1,2,3,2,3,3,3,1,2,2,2,3,2,1,-1,1,3,2,1,1,2,3,3,2,2,2,2,1,2,2,2,2,2,2,3,3,3,3,4,3,2,2,2,2,2,2,2,2,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,,1,3,2,2,2,1,2,1,2,1,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,2.0,,,55,College,White,Female,$125k or more,sporadic
1727,1,1,3,1,1,1,1,1,1,1,3,1,2,4,2,2,1,1,1,1,3,1,1,1,4,1,1,3,2,1,1,2,3,1,3,1,4,1,3,2,2,2,2,2,2,1,1,2,2,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,1,,1,2,2,1,1,1,1,1,1,1,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,3,,,1.0,70,High school or less,Black,Female,$40-75k,sporadic
1728,1,1,1,2,1,1,1,1,1,1,3,3,4,2,1,2,3,2,2,2,4,2,1,1,2,2,1,2,1,2,2,2,4,1,2,1,3,4,3,2,2,2,2,2,2,1,2,1,2,1,5,1,2,1,4,4,2,2,2,2,2,2,2,2,2,1,-1,-1,1,-1,-1,1,1,-1,-1,-1,1,1,,1,3,2,1,1,1,1,1,1,1,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,,,,,,,,,,,1,2.0,,,34,College,White,Female,$75-125k,rarely/never
1729,1,1,1,1,2,1,2,2,2,4,2,1,2,4,3,4,1,2,1,2,1,1,1,1,2,1,4,2,1,2,2,1,2,2,2,1,2,4,4,2,2,2,2,2,2,1,2,2,2,3,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,-1,-1,1,-1,-1,1,-1,1,-1,-1,1,1,,2,3,1,1,1,1,1,1,1,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,,,,,,,,,,,3,,,2.0,49,College,White,Female,$125k or more,sporadic
1730,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,3,1,1,1,1,3,2,1,1,2,1,2,3,2,3,2,3,4,2,2,1,2,3,3,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,,1,1,1,1,1,1,1,1,1,1,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,,,,,,,,,,,1,2.0,,,38,Some college,White,Male,Less than $40k,always
1731,1,4,4,2,4,4,4,4,1,1,4,2,3,-1,2,2,2,3,3,3,3,3,3,2,4,1,3,3,3,2,3,3,3,2,3,-1,-1,-1,-1,2,2,2,2,2,2,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,7.0,-1,4,4,4,2,2,2,2,2,2,,,,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,4,,,-1.0,55,High school or less,White,Male,$75-125k,rarely/never
1732,1,1,2,2,1,2,1,1,1,1,2,4,4,1,1,1,3,1,1,1,2,2,2,1,2,1,2,4,3,3,4,4,4,1,3,1,3,4,4,2,2,2,2,2,2,2,2,2,2,1,3,1,1,1,4,4,2,2,2,2,2,2,2,2,2,2,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,,1,3,1,1,1,1,1,1,1,1,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,3,,,1.0,65,High school or less,White,Male,$75-125k,rarely/never
1733,1,3,2,2,3,1,4,3,3,-1,3,3,2,2,2,2,3,3,3,3,3,3,2,2,3,2,3,1,1,2,3,3,2,1,3,2,3,2,3,2,1,1,1,1,2,2,1,2,1,4,2,2,2,4,3,2,1,2,1,1,2,2,1,1,2,1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,,3,2,3,2,1,1,2,2,1,1,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1,2.0,,,39,High school or less,Black,Female,Less than $40k,sporadic
1734,1,1,2,1,1,1,1,2,2,1,2,4,4,2,1,2,3,1,1,1,1,2,1,1,2,1,1,3,2,2,2,3,4,3,3,1,3,3,4,2,2,2,2,2,2,1,1,2,2,1,5,1,2,2,3,4,2,2,2,2,2,2,2,2,2,2,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,,,,,,,,,,1,1.0,,,36,College,White,Female,$40-75k,always
1735,1,1,1,1,1,1,1,1,2,1,1,4,2,4,4,4,4,1,1,3,2,1,1,1,4,1,4,3,2,1,2,1,2,1,2,1,3,1,4,2,1,1,2,2,2,1,1,1,2,5,1,1,2,1,2,4,2,2,2,2,2,2,2,2,2,2,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,,2,1,1,1,1,1,1,1,1,1,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,2,,2.0,,70,Some college,White,Female,Less than $40k,always
1736,1,1,2,1,3,1,3,1,1,4,1,1,1,4,4,4,1,1,1,1,2,1,2,1,1,1,4,2,2,2,2,1,1,3,2,1,4,4,4,2,2,2,2,2,2,2,2,2,2,5,1,3,2,2,2,4,2,2,2,2,2,2,2,2,2,2,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,,2,1,1,1,1,1,1,1,1,1,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,,,,,,,,,,,2,,1.0,,73,College,White,Male,$125k or more,rarely/never
1737,1,1,2,2,2,1,2,1,2,2,2,2,4,2,1,2,3,3,2,1,4,3,3,1,2,2,2,2,2,2,2,2,4,2,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,4,1,2,2,4,4,2,2,2,2,2,2,2,2,2,2,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,,1,3,2,1,1,1,1,1,1,1,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,,,,,,,,,,,3,,,1.0,32,College,White,Male,$125k or more,sporadic
1738,1,1,2,1,3,1,3,1,1,3,2,1,1,4,3,3,1,1,2,2,3,1,3,1,3,1,4,2,2,1,2,2,2,2,1,1,2,4,4,2,2,2,2,2,2,2,2,1,2,4,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,-1,1,1,1,-1,1,-1,-1,-1,-1,1,1,,2,3,1,1,1,1,1,1,1,1,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,,,,,,,,,,,2,,1.0,,41,Some college,White,Male,$40-75k,sporadic
1739,1,1,1,1,2,1,1,1,1,1,1,2,2,3,2,3,2,1,1,1,1,2,1,1,3,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,1,,2,2,1,1,1,1,1,1,1,2,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,,,,,,,,,,,2,,1.0,,29,Some college,Hispanic,Male,$40-75k,sporadic
1740,1,1,1,2,2,1,2,1,1,1,2,1,1,4,3,2,1,4,2,2,3,4,2,1,3,1,4,3,3,3,3,2,2,2,3,1,4,4,3,2,2,2,2,2,2,2,2,2,2,4,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,2,,2,3,1,1,1,1,1,1,1,1,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,2,,2.0,,44,High school or less,Hispanic,Female,$125k or more,sporadic
1741,1,1,1,2,2,1,1,3,1,1,3,4,2,2,1,3,3,2,1,2,3,3,1,1,3,1,2,2,2,2,3,1,3,1,2,3,4,4,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,1,4,3,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,,1,3,1,1,1,1,1,1,1,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,1,1.0,,,56,Some college,Hispanic,Female,$75-125k,sporadic
1742,1,4,4,4,3,4,2,3,4,1,4,2,2,2,2,2,2,3,3,3,3,3,3,2,4,1,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,2,3,6.0,3,1,4,4,2,2,2,2,2,2,,,,,,,,,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5,,,2.0,36,High school or less,White,Female,Less than $40k,rarely/never
1743,1,1,2,2,1,1,1,1,2,1,1,1,2,3,2,2,2,2,2,2,2,3,2,2,3,1,3,3,2,2,2,2,3,2,2,1,2,3,4,2,1,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,1,-1,1,1,-1,-1,1,-1,-1,1,1,,2,3,2,1,1,1,1,1,1,1,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,,,,,,,,,,,2,,2.0,,71,College,White,Male,$40-75k,always
1744,1,1,1,2,3,1,1,1,1,1,2,1,1,3,2,1,1,1,1,1,2,1,1,1,2,1,3,2,2,2,2,3,2,2,2,1,2,3,3,2,2,2,2,2,2,1,1,2,2,3,2,2,3,3,4,3,2,2,2,2,2,2,2,1,2,1,-1,-1,1,1,1,-1,1,-1,1,-1,1,1,,2,1,2,1,1,1,1,1,2,1,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,,,,,,,,,,,3,,,2.0,57,Some college,Black,Female,$75-125k,always
